ID,duration,wav,semantics,transcript
c259c06c-2752-3ff5-a61a-04b3cf2197eb,6.077,./data/cleanair/c259c06c-2752-3ff5-a61a-04b3cf2197eb/c259c06c-2752-3ff5-a61a-04b3cf2197eb.wav,{'action': 'air'| 'entities': [{'type': 'city'| 'filler': 'long beach'}]},ACCORDING TO THE AIR QUALITY NEAR THE CENTER OF LONG BEACH IS GOOD WITH AN INDEX OF 3
49b947dc-5b11-3d6a-be76-43a8a8154fff,6.698,./data/cleanstock/49b947dc-5b11-3d6a-be76-43a8a8154fff/49b947dc-5b11-3d6a-be76-43a8a8154fff.wav,{'action': 'stock'| 'entities': [{'type': 'company'| 'filler': 'ibm common stock'}]},IBM COMMON STOCK CLOSED DOWN 0.72% YESTERDAY OF *137.3
f29762e5-43e4-3f68-9348-8c1b93ee5617,6.201,./data/cleanair/f29762e5-43e4-3f68-9348-8c1b93ee5617/f29762e5-43e4-3f68-9348-8c1b93ee5617.wav,{'action': 'air'| 'entities': [{'type': 'city'| 'filler': 'salt lake city'}]},ACCORDING TO ARE NOW THE AIR QUALITY NEAR THE CENTER OF SALT LAKE CITY IS GOOD WITH AN INDEX OF 4
f4c218ee-73a3-3bea-83fa-64ea67a926a2,3.764875,./data/newmock/Lexington_sync/f4c218ee-73a3-3bea-83fa-64ea67a926a2/f4c218ee-73a3-3bea-83fa-64ea67a926a2.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'lexington'}]},THE TEMPERATURE IN LEXINGTON NEXT SATURDAY EVENING WILL BE TWENTY SIX DEGREE
5ae8246d-0380-38e2-a505-5708bcc0b87f0,2.19825,./data/ny_navi/5ae8246d-0380-38e2-a505-5708bcc0b87f/5ae8246d-0380-38e2-a505-5708bcc0b87f.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take the next left'}| {'type': 'road'| 'filler': 'park drive east'}]}, TAKE THE NEXT LEFT ON THE PARK DRIVE EAS
4a8f9b9b-f827-31ff-bb78-c397f30613a5,3.90125,./data/Reminder/4a8f9b9b-f827-31ff-bb78-c397f30613a5/4a8f9b9b-f827-31ff-bb78-c397f30613a5.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'wash the dog'}]}, watch the dog when do you want to be reminde
5dacf0ed-cb3c-3c17-9f1a-42dc4c87fd2e0,4.49975,./data/ny_navi/5dacf0ed-cb3c-3c17-9f1a-42dc4c87fd2e/5dacf0ed-cb3c-3c17-9f1a-42dc4c87fd2e.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take'}| {'type': 'road'| 'filler': 'exit fifty-three'}| {'type': 'road'| 'filler': 'white plains road'}]}, IN A QUARTER MILE TAKE EXIT 53 TOWARD WHITE PLAINS ROAD CASTLE HILL AVENU
825fdbeb-965d-33eb-ae77-3ec1dcfea4f8,7.0389375,./data/newmock/ChulaVista_sync/825fdbeb-965d-33eb-ae77-3ec1dcfea4f8/825fdbeb-965d-33eb-ae77-3ec1dcfea4f8.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'chula vista'}]},NO IT'S NOT EXPECTED TO RAIN TODAY IN CHULA VISTA IT'LL BE SUNNY WITH A FORECASTED HIGH OF TWENTY THREE AND A LOW OF TWELV
732a461b-f96c-379e-937d-500fe46b423f,6.201,./data/cleanstock/732a461b-f96c-379e-937d-500fe46b423f/732a461b-f96c-379e-937d-500fe46b423f.wav,{'action': 'stock'| 'entities': [{'type': 'company'| 'filler': 'eog resources'}]},LG RESOURCES CLOSE UP 2.7% TODAY AND *145.9
0fd6d0ae-a79c-367f-8797-2784f8ec9231,2.6798125,./data/newmock/Lubbock_sync/0fd6d0ae-a79c-367f-8797-2784f8ec9231/0fd6d0ae-a79c-367f-8797-2784f8ec9231.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'lubbock'}]},NO RAIN IS NOT EXPECTED THIS WEEK IN LUBBOC
3d91de61-15cb-3171-9205-e02b1d91a614,4.234125,./data/newmock/HuntingtonBeach_sync/3d91de61-15cb-3171-9205-e02b1d91a614/3d91de61-15cb-3171-9205-e02b1d91a614.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'huntington beach'}]},HUNTINGTON BEACH TOMORROW MORNING EXPECTED TEMPERATURE OF EIGHTEEN DEGREES 
950c7205-0a6f-3b53-a1c2-2218c494d550,4.9043125,./data/newmock/Chandler_sync/950c7205-0a6f-3b53-a1c2-2218c494d550/950c7205-0a6f-3b53-a1c2-2218c494d550.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'chandler'}]},NO IT WON'T BE COLD IN CHANDLER TOMORROW EVENING EXPECT A TEMPERATURE OF THIRTY DEGREE
9a2cdc6d-1164-34d2-aee2-5d490490a938,3.969,./data/cleansun/9a2cdc6d-1164-34d2-aee2-5d490490a938/9a2cdc6d-1164-34d2-aee2-5d490490a938.wav,{'action': 'sun'| 'entities': [{'type': 'city'| 'filler': 'honolulu'}]},SUNRISE IS AT 6:41 A.M
f9297428-ca2a-3d19-adc0-d228c6b6f4820,3.016125,./data/ny_navi/f9297428-ca2a-3d19-adc0-d228c6b6f482/f9297428-ca2a-3d19-adc0-d228c6b6f482.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'continue'}| {'type': 'road'| 'filler': 'i four ninety-five'}]}, CONTINUE ON I-495 FOR THREE-QUARTERS OF A MIL
88bf73ed-5d3f-3d23-bd51-e3ab1dbe8e7a,4.64,./data/newmock/JerseyCity_sync/88bf73ed-5d3f-3d23-bd51-e3ab1dbe8e7a/88bf73ed-5d3f-3d23-bd51-e3ab1dbe8e7a.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'jersey city'}]},PROBABLY NOT THIS AFTERNOON IN JERSEY CITY THERE'S ONLY A VERY SLIGHT CHANCE OF RAI
025c6881-291a-3282-8fb8-b8217a689f81,4.065,./data/Reminder/025c6881-291a-3282-8fb8-b8217a689f81/025c6881-291a-3282-8fb8-b8217a689f81.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'go to the airport'}]}, all right go to the airport when do you want to be reminde
56166ff5-3514-3fa9-8f1c-67b279259fd5,2.77425,./data/Navigation/cleaned_navi/126sync/56166ff5-3514-3fa9-8f1c-67b279259fd5/56166ff5-3514-3fa9-8f1c-67b279259fd5.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn right'}| {'type': 'road'| 'filler': 'pearl street'}]}, is the right two lanes to turn right onto pearl stree
6f88b9a4-ef36-319f-8d2a-599b11d51653,6.1300625,./data/newmock/Cleveland_sync/6f88b9a4-ef36-319f-8d2a-599b11d51653/6f88b9a4-ef36-319f-8d2a-599b11d51653.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'cleveland'}]},IT WON'T RAIN IN CLEVELAND TOMORROW IT'LL BE PARTLY CLOUDY WITH A HIGH OF TWENTY ONE AND A LOW OF FOURTEE
bc026763-31c8-38b3-ac16-795608032762,3.534125,./data/Navigation/cleaned_navi/22sync/bc026763-31c8-38b3-ac16-795608032762/bc026763-31c8-38b3-ac16-795608032762.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'follow sign'}| {'type': 'road'| 'filler': 'i fifteen south'}]}, in a quarter mile keep left follow signs for i-15 sout
e66f48b4-abe6-3bd3-882f-0e290e967135,1.62475,./data/Reminder/e66f48b4-abe6-3bd3-882f-0e290e967135/e66f48b4-abe6-3bd3-882f-0e290e967135.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'tomorrow'}]}, remind you tomorro
b977cfe7-faf6-314e-9ec4-13821ee36f52,4.1255,./data/newmock/Albuquerque_sync/b977cfe7-faf6-314e-9ec4-13821ee36f52/b977cfe7-faf6-314e-9ec4-13821ee36f52.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'albuquerque'}]},PROBABLY NOT TODAY IN ALBUQUERQUE THERE'S ONLY A VERY SLIGHT CHANCE OF RAI
821eb688-fceb-3824-882f-9a32ebebf0f5,7.8698125,./data/newmock/Chicago_sync/821eb688-fceb-3824-882f-9a32ebebf0f5/821eb688-fceb-3824-882f-9a32ebebf0f5.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'chicago'}]},ALTHOUGH THERE'S ONLY A VERY SLIGHT CHANCE OF RAIN IN CHICAGO TODAY THERE'S A MODERATE CHANCE OF RAIN ON SATURDAY STARTING AT ABOUT ONE A.M. AND CONTINUING THROUGH THE NIGH
b49b476b-531c-3778-bfcb-7e27f78d17c6,5.085,./data/cleantime/b49b476b-531c-3778-bfcb-7e27f78d17c6/b49b476b-531c-3778-bfcb-7e27f78d17c6.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'fremont'}]},TIME IN FREMONT CALIFORNIA UNITED STATES IS 1:20 P.M
d4dd3ae4-0f41-3103-adf4-769f1fa06909,4.1828125,./data/newmock/JerseyCity_sync/d4dd3ae4-0f41-3103-adf4-769f1fa06909/d4dd3ae4-0f41-3103-adf4-769f1fa06909.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'jersey city'}]},JERSEY CITY TOMORROW EXPECT A HIGH OF TWENTY SEVEN AND A LOW OF SIXTEE
73724b37-027c-3f58-979b-6fd7097206fd,5.333,./data/cleantime/73724b37-027c-3f58-979b-6fd7097206fd/73724b37-027c-3f58-979b-6fd7097206fd.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'louisville'}]},TIME IN LOUISVILLE KENTUCKY UNITED STATES IS 1:50 A.M. ON TUESDA
37098d77-ccea-3d30-9485-fab2f391f91b,3.749375,./data/newmock/FortWorth_sync/37098d77-ccea-3d30-9485-fab2f391f91b/37098d77-ccea-3d30-9485-fab2f391f91b.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'fort worth'}]},PROBABLY NOT TODAY IN FORT WORTH THERE'S ONLY A LOW CHANCE OF RAI
45cfdc46-3ef7-35fb-9afc-f2c69bd8d2cd,3.59075,./data/newmock/Lincoln_sync/45cfdc46-3ef7-35fb-9afc-f2c69bd8d2cd/45cfdc46-3ef7-35fb-9afc-f2c69bd8d2cd.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'lincoln'}]},LINCOLN TODAY EXPECT A HIGH OF TWENTY EIGHT AND A LOW OF NINETEE
084e8ee0-ef5f-360d-a30a-d41fdd3b8728,3.571625,./data/newmock/Mesa_sync/084e8ee0-ef5f-360d-a30a-d41fdd3b8728/084e8ee0-ef5f-360d-a30a-d41fdd3b8728.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'mesa'}]},THE HIGH TEMPERATURE IN MESA TODAY IS PREDICTED TO BE NINETY NINE DEGREE
34a7a9d3-e7fd-3b18-89d9-a5d6213103db,3.721,./data/cleansun/34a7a9d3-e7fd-3b18-89d9-a5d6213103db/34a7a9d3-e7fd-3b18-89d9-a5d6213103db.wav,{'action': 'sun'| 'entities': [{'type': 'city'| 'filler': 'lubbock'}]},TOMORROW SUNRISE IS AT 7:03 A.M
2b0bc865-0682-3dae-9d8f-9f044f118913,4.1534375,./data/Reminder/2b0bc865-0682-3dae-9d8f-9f044f118913/2b0bc865-0682-3dae-9d8f-9f044f118913.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'cancel plans'}]}, cancel plans when do you want to be reminde
de0b1116-124b-34f5-8171-0a3a2351b2a1,3.99675,./data/newmock/Dallas_sync/de0b1116-124b-34f5-8171-0a3a2351b2a1/de0b1116-124b-34f5-8171-0a3a2351b2a1.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'dallas'}]},WEDNESDAY IN DALLAS EXPECT A HIGH OF SIXTY FIVE AND A LOW OF FIFTY FIV
f1f0eee3-2de0-3acb-be2f-b5cc53bec4cf,5.581,./data/cleantime/f1f0eee3-2de0-3acb-be2f-b5cc53bec4cf/f1f0eee3-2de0-3acb-be2f-b5cc53bec4cf.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'bakersfield'}]},TIME IN BAKERSFIELD CALIFORNIA UNITED STATES IS 12:02 A.M
de8fe44d-190a-3757-99e5-d8ba2df5007b,3.9405,./data/Navigation/cleaned_navi/66sync/de8fe44d-190a-3757-99e5-d8ba2df5007b/de8fe44d-190a-3757-99e5-d8ba2df5007b.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn right'}| {'type': 'road'| 'filler': 'genesee avenue'}]}, in a quarter mile use the right two lanes to turn right on genesee avenu
63657cbb-f5c3-3283-8474-db87c8441a5b,5.78325,./data/newmock/GrandRapids_sync/63657cbb-f5c3-3283-8474-db87c8441a5b/63657cbb-f5c3-3283-8474-db87c8441a5b.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'grand rapids'}]},NO IT WON'T RAIN IN GRAND RAPIDS TOMORROW IT'LL BE CLOUDY WITH A HIGH OF THIRTY EIGHT A LITTLE OF TWENT
3573e57e-5ed7-3498-9714-5b4d541f5b80,4.68825,./data/Reminder/3573e57e-5ed7-3498-9714-5b4d541f5b80/3573e57e-5ed7-3498-9714-5b4d541f5b80.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'go to the bank on my way home'}]}, got it go to the bank on my way home when do you want to be reminde
481e55e9-6eb7-34b9-9b44-ff16cd89c7c60,2.3645625,./data/ny_navi/481e55e9-6eb7-34b9-9b44-ff16cd89c7c6/481e55e9-6eb7-34b9-9b44-ff16cd89c7c6.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take the next right'}| {'type': 'road'| 'filler': 'east ninety-seven street'}]}, TAKE THE NEXT RIGHT ONTO EAST 97TH STREE
ed3785ba-5c8a-3ac9-8795-618828f2afd6,3.477625,./data/Navigation/cleaned_navi/241sync/ed3785ba-5c8a-3ac9-8795-618828f2afd6/ed3785ba-5c8a-3ac9-8795-618828f2afd6.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn right'}| {'type': 'road'| 'filler': 'torrey pines road'}]}, is any lane to turn slightly right to stay on torrey pines roa
c080b50e-c419-3ef9-9372-e06cb2f47db4,1.519,./data/Navigation/cleaned_navi/215sync/c080b50e-c419-3ef9-9372-e06cb2f47db4/c080b50e-c419-3ef9-9372-e06cb2f47db4.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'continue'}]}, continue for 4 mile
ac91feac-17c0-3216-92a8-6b2738bf6a600,2.783875,./data/ny_navi/ac91feac-17c0-3216-92a8-6b2738bf6a60/ac91feac-17c0-3216-92a8-6b2738bf6a60.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'continue'}| {'type': 'road'| 'filler': 'grand central parkway'}]}, CONTINUE ON GRAND CENTRAL PARKWAY FOR 1 MIL
0e6fd492-2397-35e0-a937-70881895457b,1.96925,./data/Navigation/cleaned_navi/167sync/0e6fd492-2397-35e0-a937-70881895457b/0e6fd492-2397-35e0-a937-70881895457b.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take the next left'}| {'type': 'intent'| 'filler': 'turn left'}]}, take the next left then turn lef
7ee6a014-aef4-3b66-b7d6-a81e482be6e6,2.939875,./data/Reminder/7ee6a014-aef4-3b66-b7d6-a81e482be6e6/7ee6a014-aef4-3b66-b7d6-a81e482be6e6.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'get gas on the way home'}]}, all right get gas on the way home when do you wan
c8d7a4e5-c62a-346d-9a75-d6f15ea7ebf2,4.864,./data/Reminder/c8d7a4e5-c62a-346d-9a75-d6f15ea7ebf2/c8d7a4e5-c62a-346d-9a75-d6f15ea7ebf2.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'cancel xm'}]}, cancel xm this will be for frida
6dd22871-cc3d-3459-8c7c-81f77ca09762,2.580875,./data/Reminder/6dd22871-cc3d-3459-8c7c-81f77ca09762/6dd22871-cc3d-3459-8c7c-81f77ca09762.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'tomorrow at eleven am'}]}, got it i'll remind you tomorrow at 11 a.m
ec4fab06-44c1-3e60-82f8-34b3ceb2a858,8.7505,./data/newmock/Omaha_sync/ec4fab06-44c1-3e60-82f8-34b3ceb2a858/ec4fab06-44c1-3e60-82f8-34b3ceb2a858.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'omaha'}]},TOMORROW THROUGH SUNDAY IN OMAHA IT'LL BE RAINY MOST OF THE TIME BUT ON SATURDAY IT'LL BE MOSTLY CLOUDY EYES WILL BE IN THE LOW SIXTIES TOMORROW THEN STAR
ff0536ac-4a62-321a-9191-4c590bfc9a3d,2.5359375,./data/Navigation/cleaned_navi/51sync/ff0536ac-4a62-321a-9191-4c590bfc9a3d/ff0536ac-4a62-321a-9191-4c590bfc9a3d.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'continue'}| {'type': 'road'| 'filler': 'miramar road'}]}, continue on miramar road for 4 mile
d83c15bd-c617-3369-9fdd-b7fc9c9f8edf,6.795125,./data/newmock/Wichita_sync/d83c15bd-c617-3369-9fdd-b7fc9c9f8edf/d83c15bd-c617-3369-9fdd-b7fc9c9f8edf.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'wichita'}]},NO IT WON'T SNOW IN WICHITA TOMORROW THEY'LL BE SCATTERED THUNDERSTORMS WITH A HIGH OF TWENTY ONE AND A LOW OF SIXTEE
5a7a2d43-095a-3721-91d4-c03ad72cc1980,3.171875,./data/ny_navi/5a7a2d43-095a-3721-91d4-c03ad72cc198/5a7a2d43-095a-3721-91d4-c03ad72cc198.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn left'}| {'type': 'road'| 'filler': 'west twenty-nine street'}]}, IN 600 FEET TURN LEFT ONTO WEST 29TH STREE
13b4a3d7-1817-388a-ac0c-251f3ed56baf,5.333,./data/cleanstock/13b4a3d7-1817-388a-ac0c-251f3ed56baf/13b4a3d7-1817-388a-ac0c-251f3ed56baf.wav,{'action': 'stock'| 'entities': [{'type': 'company'| 'filler': 'cvs health corp'}]},CVS HEALTH CORP CLOSED UP 1.1% TODAY AT 9
f1ba53ef-94d6-31cd-b8c1-bdd2ba9c062a,2.993875,./data/newmock/SanDiego_sync/f1ba53ef-94d6-31cd-b8c1-bdd2ba9c062a/f1ba53ef-94d6-31cd-b8c1-bdd2ba9c062a.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'san diego'}]},TODAY'S LOW IN SAN DIEG
10ee5342-6cc4-326d-b7e9-da25d1878cc3,2.7828125,./data/Navigation/cleaned_navi/158sync/10ee5342-6cc4-326d-b7e9-da25d1878cc3/10ee5342-6cc4-326d-b7e9-da25d1878cc3.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'continue'}| {'type': 'road'| 'filler': 'kearny villa road'}]}, continue on kearny villa road for 2 mile
0546bcd2-0465-3602-9d21-a6795b253cc6,4.961,./data/cleantime/0546bcd2-0465-3602-9d21-a6795b253cc6/0546bcd2-0465-3602-9d21-a6795b253cc6.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'el paso'}]},TIME IN EL PASO TEXAS UNITED STATES IS 11:18 P.M
232f01b4-7b8b-3807-ba03-24ae2d8cb5ea,4.42,./data/Reminder/232f01b4-7b8b-3807-ba03-24ae2d8cb5ea/232f01b4-7b8b-3807-ba03-24ae2d8cb5ea.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'check my blood glucose'}]}, check my blood glucose when do you want to be reminde
fcc549b5-c7f3-3763-a41d-d7bf62dc9baa,6.7920625,./data/newmock/StLouis_sync/fcc549b5-c7f3-3763-a41d-d7bf62dc9baa/fcc549b5-c7f3-3763-a41d-d7bf62dc9baa.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'st louis'}]},NO IT WON'T SNOW IN ST LOUIS TOMORROW THEY'LL BE SCATTERED THUNDERSTORMS WITH A HIGH OF TWENTY FOUR IN A LOW OF SIXTEE
